Address,City,Price,Bedrooms,Bathrooms,Amenities,Listing URL
"4620 Grier St, Gastonia, NC, 28056, US",Gastonia,1730,3,2,"microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68309c15a967b061fa2f2f58
"13027 Garren View Ln, Charlotte, NC, 28278, US",Charlotte,2395,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68408a30dc6f8cc1d6c40490
"305 S Pinchback Ave, Bessemer City, NC, 28016, US",Bessemer City,1540,3,2,"dishwasher, fridge, parking, pets",https://mynd.rhenti.com/#/property/6840c263e8c4e7a05af7d919
"101 Ranlo Ave, Gastonia, NC, 28054, US",Gastonia,2020,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/684310d9e4da3744893ab193
"4328 Gelinda Ct, Gastonia, NC, 28056, US",Gastonia,1935,3,2,"dishwasher, parking, pets",https://mynd.rhenti.com/#/property/684364fdd1d89ba7082df438
"3602 Exbury Gardens Dr, Waxhaw, NC, 28173, US",Waxhaw,2495,4,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/662062935c106c002df6b479
"303 Alda Dr, Monroe, NC, 28110, US",Monroe,1510,3,1,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681e0b4d21da244dc634429d
"501 Everette St, Monroe, NC, 28112, US",Monroe,1895,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683f1c53c5e9ec9e39407817
"553 Zermatt Ct, Monroe, NC, 28112, US",Monroe,2395,5,3,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684213874ee6fa02386ce398
"623 Hunley St, Monroe, NC, 28112, US",Monroe,2165,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/684873686dd0be65dbb67dd2
"14122 Loyola Ridge Dr, Charlotte, NC, 28277, US",Charlotte,2715,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b43b3398707c00f603e5ef
"8800 Vagabond Rd, Charlotte, NC, 28227, US",Charlotte,1905,4,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f455783314951f8b1e0897
"2151 McClintock Road Unit 212, Charlotte, NC, 28205, US",Charlotte,2950,3,3,"dishwasher, ensuite_washer, ensuite_dryer, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f45bda3314951f8b1e0c52
"6141 Salamander Run Ln, Charlotte, NC, 28215, US",Charlotte,1925,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9b7d4e9fdbd002e3a8c9c
"3730 Glenwood Dr, Charlotte, NC, 28208, US",Charlotte,1895,4,2,"dishwasher, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/65f9cec0e9fdbd002e3abdf6
"1411 Walton Rd, Charlotte, NC, 28208, US",Charlotte,2395,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6615a2374f72e6a2b9bc1a35
"7307 Preakness Stakes Ln, Charlotte, NC, 28215, US",Charlotte,1825,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66167f7d14dd08002ec62b81
"4811 Mcalpine Ln, Charlotte, NC, 28212, US",Charlotte,1830,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/662143f25271f2002e63cf06
"2203 Doby Creek Ln, Charlotte, NC, 28262, US",Charlotte,2200,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6646668c837767002e599baf
"4113 Ringtail Ct SE, Concord, NC, 28025, US",Concord,1845,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6679ec9059ad03002e2de1e5
"710 W Trade St UNIT 315, Charlotte, NC, 28202, US",Charlotte,1599,1,1,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, balcony, parking, pets",https://mynd.rhenti.com/#/property/67d0ead58422e5e017ebda4e
"4109 Nevin Rd, Charlotte, NC, 28269, US",Charlotte,1720,3,2,"balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6801d0e4f3367c8e8abc6d2e
"7608 Red Mulberry Way, Charlotte, NC, 28273, US",Charlotte,2295,3,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6807e2ec2a45d45e1ee18093
"7423 Rena Mae Ln, Charlotte, NC, 28227, US",Charlotte,1749,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680fdf479b3edcc58e03d580
"9619 Old Dowd Rd, Charlotte, NC, 28214, US",Charlotte,2195,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68113c028bf4162f52a0f3a8
"3403 Southern Ginger Dr, Indian Trail, NC, 28079, US",Indian Trail,1995,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6812b9a63da254e5491d7ca6
"16629 Broadwing Pl, Charlotte, NC, 28278, US",Charlotte,2445,4,2,"dishwasher, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681448e648edd8f486e054b9
"200 Young Ave SW, Concord, NC, 28025, US",Concord,1670,3,2,"dishwasher, air_conditioner, pets",https://mynd.rhenti.com/#/property/6819259687dd0c16f037f251
"9016 Oren Thompson Rd, Charlotte, NC, 28213, US",Charlotte,1975,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681b145a6630a97cdabc2e56
"4909 Lawrence Orr Rd, Charlotte, NC, 28212, US",Charlotte,1930,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681e0c8521da244dc634981b
"9807 Old Dowd Rd, Charlotte, NC, 28214, US",Charlotte,1875,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d9ae78cf75b25f0f580f
"4601 Rocky Meadow Way, Indian Trail, NC, 28079, US",Indian Trail,2275,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825ddf178cf75b25f0fc43f
"303 Holton Dr, Monroe, NC, 28110, US",Monroe,2045,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682d17ec43b35b7579be4b4a
"7610 Denon Hills Dr, Charlotte, NC, 28212, US",Charlotte,1845,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682e4d3fc379db1ba4cf2233
"334 Corban Ave SW, Concord, NC, 28025, US",Concord,1745,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682e4dafc379db1ba4cf7dbf
"4727 Mortonhall Rd, Charlotte, NC, 28215, US",Charlotte,2599,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6835fe645b7ee9d9f346ee60
"8504 Paw Valley Ln, Charlotte, NC, 28214, US",Charlotte,2349,5,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6837a3f232f82743c73588d6
"6213 Eagle Peak Dr, Charlotte, NC, 28214, US",Charlotte,1865,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6837bfd39e7726713e84ff48
"219 Chattaroy Dr, Charlotte, NC, 28214, US",Charlotte,2099,3,3,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838687aab41f38b0609e4e2
"4132 Broadstairs Dr, Concord, NC, 28025, US",Concord,1875,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838a0beb91c5079dfd99496
"1307 Yorkdale Dr, Charlotte, NC, 28217, US",Charlotte,1999,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6839ba6d097c2012a4859eb5
"9611 Worley Dr, Charlotte, NC, 28215, US",Charlotte,1949,3,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6839d680d547291a0293747b
"2019 Ryker Davis Ln, Charlotte, NC, 28269, US",Charlotte,2495,5,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683e3b208290b706481612c4
"6009 Elena Lynn Ct, Charlotte, NC, 28269, US",Charlotte,2395,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683f70829aa5c561e0e55930
"5110 Darby Dr, Monroe, NC, 28110, US",Monroe,1845,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683f70b69aa5c561e0e58606
"1929 Teddington Dr, Charlotte, NC, 28214, US",Charlotte,1925,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68406dad34f185fc5dff8cf5
"505 Sinclair St, Charlotte, NC, 28208, US",Charlotte,1625,3,1,"fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6843811c7672695518536447
"4920 Harri Ann Dr, Charlotte, NC, 28227, US",Charlotte,1945,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6843814e7672695518538917
"243 Brook Ave SE, Concord, NC, 28025, US",Concord,2390,4,2,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6844624b149d2e76132b7ed1
"1914 Light Brigade Dr, Matthews, NC, 28105, US",Matthews,2515,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684afa37c6e7eee34eec6f24
"2018 Ryker Davis Ln, Charlotte, NC, 28269, US",Charlotte,2295,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b4e0c060c3f93b38a41d3
"5510 Jesse Harper Dr, Charlotte, NC, 28269, US",Charlotte,2095,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b4e15060c3f93b38a423b
"167 Royal Meadow Dr, Angier, NC, 27501, US",Angier,1875,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/662062ef5c106c002df6b948
"155 Royal Meadow Dr, Angier, NC, 27501, US",Angier,1825,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66227933453dd7002eda894f
"265 Royal Meadow Dr, Angier, NC, 27501, US",Angier,1999,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6626a5cc26a2c7002d805779
"138 Taverners Ln, Angier, NC, 27501, US",Angier,2145,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/670eca4634329b002eacf1d8
"65 Royal Meadow Dr, Angier, NC, 27501, US",Angier,1895,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67116d16360883002efe10c1
"295 Ivy Bank Dr, Angier, NC, 27501, US",Angier,1995,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/673f916f6880ad9ce8c74c1a
"309 Ivy Bank Dr, Angier, NC, 27501, US",Angier,1995,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67474228152ae420868fd0ca
"279 Ivy Bank Dr, Angier, NC, 27501, US",Angier,2095,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f9af7f5fb49d19900051ca
"146 Everglade Way, Angier, NC, 27501, US",Angier,1925,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f9afb75fb49d1990005526
"56 Royal Meadow Dr, Angier, NC, 27501, US",Angier,1895,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f9afcb5fb49d1990005559
"168 Taverners Ln, Angier, NC, 27501, US",Angier,1995,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f9afff5fb49d1990005849
"124 Taverners Ln, Angier, NC, 27501, US",Angier,1895,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6807e4ed2a45d45e1ee1d0a7
"72 Royal Meadow Dr, Angier, NC, 27501, US",Angier,2045,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68127f89f0213f24d8f151f6
"121 New Villas St, Angier, NC, 27501, US",Angier,1899,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683e1f1c1c200d2afe9d6d36
"339 Ivy Bank Dr, Angier, NC, 27501, US",Angier,1825,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6841db7bdb44d04f8db11263
"304 New Villas St, Angier, NC, 27501, US",Angier,1825,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6849e0813a9247067d6b8510
"107 New Villas St, Angier, NC, 27501, US",Angier,1775,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6849fcba76726955186d711e
"334 Taverners Ln, Angier, NC, 27501, US",Angier,1899,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b15f1c6e7eee34ef19938
"6780 Abruzzi Dr Unit 202, North Las Vegas, NV, 89084, US",North Las Vegas,1895,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/660756d846e2a2002deb75fa
"60 Foxworth Ct, Las Vegas, NV, 89183, US",Las Vegas,2145,3,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/660c2bd713cf81002f52cdb8
"244 Wilted Jasmine Ct, Las Vegas, NV, 89106-3983, US",Las Vegas,1975,3,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/66118dca85c7ef002e7a3433
"8020 Tulum Ct, Las Vegas, NV, 89145, US",Las Vegas,2095,3,2,"microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6621980744c20a002e628653
"12577 Huckleberry Oak Ave, Las Vegas, NV, 89138, US",Las Vegas,3045,3,3,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6650f1fba18ad7002db034e0
"4794 Beadle St, Las Vegas, NV, 89122, US",Las Vegas,1765,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/667de17917d6c6002ed9d7d5
"2219 Allegiance Dr, North Las Vegas, NV, 89032, US",North Las Vegas,1680,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67acf00c07526e2324dccb70
"4401 Halbert Ave, Las Vegas, NV, 89110, US",Las Vegas,1895,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67e8518a9b27593d6e054eac
"8042 Laurena Ave, Las Vegas, NV, 89147, US",Las Vegas,1795,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/67f5562ec11f24c0fb075bb1
"7327 Davenbury St, Las Vegas, NV, 89113, US",Las Vegas,2475,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ffd8e5bde0e8bcd9a1ec5d
"599 Wealdston Ct, Las Vegas, NV, 89178-1200, US",Las Vegas,3195,4,3,"dishwasher, microwave, fridge, balcony, air_conditioner, parking",https://mynd.rhenti.com/#/property/68001360ad7dbdd9d505cb5f
"5655 E Sahara Ave, Las Vegas, NV, 89142, US",Las Vegas,1225,2,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680302a5f3367c8e8acb6300
"1728 Matador Way, Las Vegas, NV, 89128, US",Las Vegas,2095,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6807e7372a45d45e1ee2419d
"2759 Terrace Stream Ct, Las Vegas, NV, 89156, US",Las Vegas,1795,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6814484848edd8f486dffa2e
"635 Grey Saker St, Las Vegas, NV, 89138, US",Las Vegas,2995,4,3,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking",https://mynd.rhenti.com/#/property/6819255f87dd0c16f037e6cb
"8152 Finch Feather Street, Las Vegas, NV, 89143, US",Las Vegas,2045,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68262c42d244bdcca2dee45f
"600 N Carriage Hill Dr Unit 1060, Las Vegas, NV, 89138, US",Las Vegas,2645,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/682e151d53533005888a6bbc
"8225 Cactus Root Ct, Las Vegas, NV, 89129, US",Las Vegas,2199,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682e4d15c379db1ba4cf0e99
"7608 Tiffany Lamp Ct, Las Vegas, NV, 89149, US",Las Vegas,2025,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/682f835bfc783e61948956dc
"695 Emerald City Ave, Las Vegas, NV, 89183-6269, US",Las Vegas,2145,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/68309c50a967b061fa2f5dc4
"423 Regal Robin Way, North Las Vegas, NV, 89084, US",North Las Vegas,2145,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6830b804e1a21dca7af2bf26
"8675 Traveling Breeze Ave Unit 103, Las Vegas, NV, 89178, US",Las Vegas,2145,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6830d4f382dbb37b12d46df6
"1709 Night Shadow Ave, Las Vegas, NV, 89031, US",Las Vegas,2145,3,2,"dishwasher, ensuite_washer, ensuite_dryer, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/6834c8d22124cacd4d0f4474
"2835 Floral Peak Dr, Henderson, NV, 89074, US",Henderson,1979,2,2,"pool, dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838a139b91c5079dfda08a9
"10553 Pine Glen Apt 201, Las Vegas, NV, 89144, US",Las Vegas,1575,2,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/6839d6bfd547291a0293933d
"342 Jorge Way, Henderson, NV, 89014, US",Henderson,2520,4,2,"hot_tub, pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683a46acd547291a0299bc02
"4423 Honeycomb Dr, Las Vegas, NV, 89147, US",Las Vegas,2165,4,2,"dishwasher, microwave, fridge, pets",https://mynd.rhenti.com/#/property/683f3858109df971d77214f9
"6589 Pacific Screech Pl, North Las Vegas, NV, 89084, US",North Las Vegas,2145,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6842f4b807792c9eb6bec008
"3840 Corellia Ave, North Las Vegas, NV, 89084, US",North Las Vegas,2895,5,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684873336dd0be65dbb658c9
"7635 Avila Beach Ave, Las Vegas, NV, 89113-0774, US",Las Vegas,2045,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68488f72d722d36f51355d89
"433 Longtree Ave, Henderson, NV, 89011, US",Henderson,2025,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6830d3fe82dbb37b12d3debd
"18202 Manera Way, Edmond, OK, 73012, US",Edmond,1775,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/66ec9fab51dc82002e6327e7
"11516 Ruger Road, Yukon, OK, 73099, US",Yukon,1705,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683a0ea3887ee26a3682a982
"509 Texoma Drive, Edmond, OK, 73025, US",Edmond,2295,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6849c4a84ee192612b81c598
"5401 Riverrun Court, Arcadia, OK, 73007, US",Arcadia,2445,3,2,"pool, dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684addde645abdef81003c94
"19605 E 38th Street S, Broken Arrow, OK, 74014, US",Broken Arrow,1845,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/67ffba46effd58083246688a
"15710 E 91st Street N, Owasso, OK, 74055, US",Owasso,1865,3,2,"pool, dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/681925de87dd0c16f037faf4
"14116 N 74Th East Avenue, Collinsville, OK, 74021, US",Collinsville,1865,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681a334e972ca18958a69e8a
"20370 E 49th Street S, Broken Arrow, OK, 74014, US",Broken Arrow,2399,3,3,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/681bd90038c295f38ad11287
"28178 E 112th Place S, Coweta, OK, 74429, US",Coweta,2199,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684b4e6f060c3f93b38aa594
"1031 Pebble Pass, Centerton, AR, 72719, US",Centerton,1849,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6807e55c2a45d45e1ee1e6c4
"2104 Misti Woods Street, Gentry, AR, 72734, US",Gentry,1635,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68309beda967b061fa2f14c3
"941 Lakeview Drive, Centerton, AR, 72719, US",Centerton,1809,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683500da19100be58785fb1a
"1111 Pebble Pass, Centerton, AR, 72719, US",Centerton,1795,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6836369912650819df2a3eed
"313-1 Thurman, Prairie Grove, AR, 72753, US",Prairie Grove,1379,3,3,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683e1f681c200d2afe9d8933
"128 E Sycamore Street, Fayetteville, AR, 72703, US",Fayetteville,1695,3,4,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68408a23dc6f8cc1d6c3ff15
"3268 Priest Woods Dr, Nashville, TN, 37214, US",Nashville,1995,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b433fa98707c00f603e39c
"2047 Gardendale Dr, Murfreesboro, TN, 37130, US",Murfreesboro,2095,3,2,"fridge, parking, pets",https://mynd.rhenti.com/#/property/680969fc10cf6adf337a879a
"2838 Creekbend Dr, Nashville, TN, 37207, US",Nashville,2299,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/681e34ebf8355b93254bca07
"5510 Country Dr #26, Nashville, TN, 37211, US",Nashville,1899,3,1,"pool, dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68374f8b16eeb0bcc7c99e91
"515 Aberdeen St NW, Conover, NC, 28613, US",Conover,2145,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6626a76626a2c7002d805ffc
"1932 Normandy Rd, Kannapolis, NC, 28081, US",Kannapolis,1599,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b4467998707c00f603e996
"150 Single Oak Dr, Troutman, NC, 28166, US",Troutman,1680,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d84578cf75b25f0f3058
"476 Gray St - A, Statesville, NC, 28677, US",Statesville,1695,3,2,"dishwasher, microwave, parking, pets",https://mynd.rhenti.com/#/property/684381657672695518539083
"3046 Castle Loch Ln, Durham, NC, 27703, US",Durham,2245,3,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking",https://mynd.rhenti.com/#/property/65b3fe5098707c00f603d2f2
"1616 Elkpark Dr, Raleigh, NC, 27610, US",Raleigh,1760,3,2,"dishwasher, fridge, air_conditioner, balcony, parking, pets",https://mynd.rhenti.com/#/property/65f9b7e4e9fdbd002e3a8cd0
"121 Nicklaus Dr, Garner, NC, 27529, US",Garner,1935,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9cb7ce9fdbd002e3ab784
"1915 Caen St, Raleigh, NC, 27610, US",Raleigh,1995,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, parking",https://mynd.rhenti.com/#/property/66746e419dc484002eb177b9
"1733 Morehead Ave, Durham, NC, 27707, US",Durham,995,2,1,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67cb349c1841bb1351ab4081
"9 Duxford Ct, Durham, NC, 27703, US",Durham,1875,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ec7e0bbe182b37781bf0ae
"2023 Swimming Hole Cir, Raleigh, NC, 27610, US",Raleigh,2140,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6814483748edd8f486dfeb21
"1653 Pasture Hills Dr, Wake Forest, NC, 27587, US",Wake Forest,2445,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681ef4711b07f62947c7b4e7
"3512 New Town Rd, Raleigh, NC, 27604, US",Raleigh,2190,4,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d77078cf75b25f0f1664
"5421 Neuse View Dr, Raleigh, NC, 27610, US",Raleigh,1795,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6825d88f78cf75b25f0f3ae1
